COG_ID	category	name	mean_post	median_post	sd_post	n_present	n_recon	consensus_present	vote	combined_post	euryroot_ml_post	euryroot_unif_post	gld_min1_post	gld_min4_post
COG1268	H	Biotin transporter BioY	0.6363	0.7775	0.3122	3	5	1	3/5	0.3987	0.7775	0.1519	0.9882	0.8651
COG1269	C	Archaeal/vacuolar-type H+-ATPase subunit I/STV1	0.9967	0.9994	0.0054	5	5	1	5/5	0.9981	0.9994	0.9860	1.0000	0.9999
COG1270	H	Cobalamin biosynthesis protein CobD/CbiB	0.8812	0.9728	0.2026	4	5	1	4/5	0.9608	0.9728	0.4770	1.0000	0.9952
COG1271	C	Cytochrome bd-type quinol oxidase, subunit 1	0.2484	0.1249	0.2910	1	5	0	1/5	0.0561	0.1249	0.0298	0.8160	0.2152
COG1272	U	Predicted membrane channel-forming protein YqfA, hemolysin III family	0.0018	0.0011	0.0024	0	5	0	0/5	0.0011	0.0001	0.0013	0.0065	0.0001
COG1273	L	Non-homologous end joining protein Ku, dsDNA break repair	0.2301	0.1733	0.1904	1	5	0	1/5	0.0508	0.2785	0.0731	0.5749	0.1733
COG1274	C	Phosphoenolpyruvate carboxykinase, GTP-dependent	0.4900	0.4548	0.2673	2	5	0	2/5	0.2490	0.4548	0.1561	0.7843	0.8058
COG1275	V	Tellurite resistance protein TehA and related permeases	0.3482	0.3204	0.2955	1	5	0	1/5	0.1217	0.3625	0.0466	0.8897	0.3204
COG1276	P	Putative copper export protein	0.0123	0.0032	0.0180	0	5	0	0/5	0.0032	0.0024	0.0025	0.0483	0.0049
COG1277	O	ABC-type transport system involved in multi-copper enzyme maturation, permease component	0.8716	0.8726	0.0721	5	5	1	5/5	0.8902	0.8524	0.7590	0.9838	0.8726
COG1278	K	Cold shock protein, CspA family	0.0425	0.0451	0.0259	0	5	0	0/5	0.0451	0.0092	0.0534	0.0834	0.0215
COG1279	E	Arginine exporter protein ArgO	0.0163	0.0042	0.0257	0	5	0	0/5	0.0025	0.0026	0.0042	0.0678	0.0046
COG1280	E	Threonine/homoserine/homoserine lactone efflux protein	0.7684	0.7634	0.1476	5	5	1	5/5	0.7634	0.6236	0.5868	0.9366	0.9318
COG1281	O	Redox-regulated molecular chaperone, HSP33 family	0.0001	0.0001	0.0001	0	5	0	0/5	0.0001	0.0000	0.0003	0.0001	0.0000
COG1282	C	NAD/NADP transhydrogenase beta subunit	0.0060	0.0061	0.0028	0	5	0	0/5	0.0080	0.0061	0.0058	0.0091	0.0009
COG1283	P	Na+/phosphate symporter	0.0186	0.0231	0.0058	0	5	0	0/5	0.0231	0.0123	0.0232	0.0237	0.0107
COG1284	S	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	0.0006	0.0003	0.0006	0	5	0	0/5	0.0015	0.0003	0.0010	0.0001	0.0001
COG1285	P	Magnesium uptake protein YhiD/SapB, involved in acid resistance	0.0059	0.0029	0.0060	0	5	0	0/5	0.0113	0.0002	0.0148	0.0029	0.0002
COG1286	FM	Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation	0.0006	0.0005	0.0002	0	5	0	0/5	0.0005	0.0003	0.0005	0.0006	0.0010
COG1287	O	Asparagine N-glycosylation enzyme, membrane subunit Stt3	0.9831	0.9993	0.0260	5	5	1	5/5	0.9838	0.9993	0.9326	1.0000	0.9996
COG1288	R	Predicted membrane transporter YfcC, affects glyoxylate shunt	0.0018	0.0013	0.0013	0	5	0	0/5	0.0013	0.0007	0.0019	0.0043	0.0008
COG1289	S	Uncharacterized membrane protein YccC	0.0012	0.0008	0.0014	0	5	0	0/5	0.0009	0.0003	0.0008	0.0039	0.0003
COG1290	C	Cytochrome b subunit of the bc complex	0.0716	0.0169	0.0959	0	5	0	0/5	0.0101	0.0169	0.0161	0.2609	0.0539
COG1291	N	Flagellar motor component MotA	0.0010	0.0004	0.0007	0	5	0	0/5	0.0018	0.0004	0.0019	0.0004	0.0003
COG1292	M	Choline-glycine betaine transporter	0.0281	0.0061	0.0462	0	5	0	0/5	0.0077	0.0061	0.0040	0.1204	0.0024
COG1293	JO	Ribosome quality control (RQC) protein RqcH, Rqc2/NEMF/Tae2 family, contains fibronectin-(FbpA) and RNA- (NFACT) binding domains	0.9943	0.9994	0.0069	5	5	1	5/5	0.9896	0.9994	0.9829	1.0000	0.9998
COG1294	C	Cytochrome bd-type quinol oxidase, subunit 2	0.1098	0.0194	0.1584	0	5	0	0/5	0.0194	0.0092	0.0097	0.4209	0.0898
COG1295	S	Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase)	0.0435	0.0109	0.0715	0	5	0	0/5	0.0065	0.0016	0.0109	0.1864	0.0121
COG1296	E	Predicted branched-chain amino acid permease (azaleucine resistance)	0.1042	0.0283	0.1474	0	5	0	0/5	0.0283	0.0224	0.0203	0.3981	0.0518
COG1297	R	Predicted oligopeptide transporter, OPT family	0.2811	0.2848	0.0985	0	5	0	0/5	0.1780	0.2848	0.1628	0.3994	0.3805
COG1298	N	Flagellar biosynthesis protein FlhA	0.0007	0.0002	0.0006	0	5	0	0/5	0.0015	0.0002	0.0014	0.0001	0.0001
COG1299	G	Phosphotransferase system, fructose-specific IIC component	0.0031	0.0023	0.0028	0	5	0	0/5	0.0023	0.0007	0.0032	0.0083	0.0008
COG1300	D	Stage II sporulation protein SpoIIM, component of the engulfment complex	0.8388	0.9830	0.2549	4	5	1	4/5	0.8903	0.9830	0.3349	0.9978	0.9879
COG1301	C	Na+/H+-dicarboxylate symporter	0.0423	0.0143	0.0461	0	5	0	0/5	0.0570	0.0065	0.0143	0.1266	0.0071
COG1302	S	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family	0.0181	0.0079	0.0225	0	5	0	0/5	0.0045	0.0079	0.0050	0.0630	0.0102
COG1303	J	tRNA C56-2-O'-methylase, SpoU family	0.9842	0.9993	0.0227	5	5	1	5/5	0.9409	0.9993	0.9821	0.9993	0.9996
COG1304	CIR	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	0.9979	0.9988	0.0019	5	5	1	5/5	0.9964	0.9988	0.9950	0.9998	0.9995
COG1305	O	Transglutaminase-like enzyme, putative cysteine protease	0.8141	0.9103	0.1626	5	5	1	5/5	0.9161	0.7619	0.5184	0.9636	0.9103
COG1306	R	Predicted glycosyl hydrolase, alpha amylase family	0.0017	0.0006	0.0022	0	5	0	0/5	0.0004	0.0006	0.0004	0.0061	0.0012
COG1307	I	Fatty acid-binding protein DegV (function unknown)	0.0098	0.0061	0.0074	0	5	0	0/5	0.0056	0.0053	0.0061	0.0245	0.0074
COG1308	K	Transcription factor homologous to NACalpha-BTF3	0.9956	0.9999	0.0054	5	5	1	5/5	0.9906	0.9999	0.9877	1.0000	0.9999
COG1309	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	0.3322	0.2428	0.2314	1	5	0	1/5	0.3116	0.2153	0.1140	0.7773	0.2428
COG1310	O	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	0.9765	0.9959	0.0297	5	5	1	5/5	0.9643	0.9959	0.9232	0.9999	0.9990
COG1311	L	Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B	0.9962	0.9990	0.0042	5	5	1	5/5	0.9890	0.9996	0.9940	0.9996	0.9990
COG1312	G	D-mannonate dehydratase	0.0630	0.0214	0.0918	0	5	0	0/5	0.0093	0.0214	0.0056	0.2456	0.0331
COG1313	R	Radical SAM superfamily enzyme PflX	0.9934	0.9999	0.0080	5	5	1	5/5	0.9839	0.9999	0.9834	1.0000	1.0000
COG1314	U	Protein translocase subunit SecG	0.0007	0.0001	0.0007	0	5	0	0/5	0.0015	0.0001	0.0016	0.0001	0.0000
COG1315	N	Flagellar assembly protein FapA, interacts with EIIAGlc	0.0018	0.0016	0.0006	0	5	0	0/5	0.0016	0.0014	0.0022	0.0029	0.0011
COG1316	M	Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase)	0.0240	0.0098	0.0302	0	5	0	0/5	0.0092	0.0068	0.0099	0.0843	0.0098
COG1317	NU	Flagellar biosynthesis/type III secretory pathway protein FliH	0.0004	0.0004	0.0002	0	5	0	0/5	0.0006	0.0002	0.0005	0.0004	0.0002
COG1318	K	Predicted transcriptional regulator	0.8089	0.9056	0.1522	5	5	1	5/5	0.7328	0.9362	0.5432	0.9056	0.9267
COG1319	C	Aldehyde, CO, or xanthine dehydrogenase, FAD-binding subunit	0.3141	0.1143	0.3246	2	5	0	2/5	0.0311	0.1143	0.0326	0.8296	0.5629
COG1320	P	Multisubunit Na+/H+ antiporter, MnhG subunit	0.8829	0.9377	0.1454	5	5	1	5/5	0.9377	0.9312	0.5951	0.9910	0.9595
COG1321	K	Mn-dependent transcriptional regulator MntR, DtxR family	0.9830	0.9994	0.0254	5	5	1	5/5	0.9814	0.9994	0.9342	1.0000	0.9999
COG1322	L	DNA anti-recombination protein (rearrangement mutator) RmuC	0.0100	0.0026	0.0092	0	5	0	0/5	0.0203	0.0025	0.0222	0.0025	0.0026
COG1323	J	tRNA-Met C34-N4-acetylcytidine synthase TmcAL	0.1369	0.1671	0.1102	0	5	0	0/5	0.0134	0.2920	0.0095	0.1671	0.2025
COG1324	P	Divalent cation tolerance protein CutA	0.9383	0.9914	0.0973	5	5	1	5/5	0.9572	0.9914	0.7460	0.9992	0.9975
COG1325	U	Exosome subunit, RNA binding protein with dsRBD fold	0.9821	0.9991	0.0243	5	5	1	5/5	0.9378	0.9991	0.9739	0.9998	0.9998
COG1326	R	Uncharacterized archaeal Zn-finger protein	0.6669	0.6849	0.2499	4	5	1	4/5	0.6145	0.8476	0.2291	0.9583	0.6849
COG1327	K	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains	0.0106	0.0038	0.0129	0	5	0	0/5	0.0148	0.0001	0.0340	0.0038	0.0004
COG1328	F	Anaerobic ribonucleoside-triphosphate reductase	0.9703	0.9673	0.0199	5	5	1	5/5	0.9592	0.9976	0.9412	0.9673	0.9863
COG1329	K	RNA polymerase-interacting regulator, CarD/CdnL/TRCF family	0.0025	0.0020	0.0010	0	5	0	0/5	0.0035	0.0017	0.0040	0.0020	0.0014
COG1330	L	Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V)	0.0026	0.0025	0.0009	0	5	0	0/5	0.0037	0.0015	0.0025	0.0036	0.0016
COG1331	R	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains	0.6884	0.8028	0.2893	3	5	1	3/5	0.2899	0.8028	0.4016	0.9992	0.9484
COG1332	V	CRISPR-Cas system type III CSM-effector complex subunit Csm5, RAMP superfamily Cas7 group	0.5945	0.7738	0.3768	3	5	1	3/5	0.1905	0.9274	0.0944	0.9865	0.7738
COG1333	CO	Cytochrome c biogenesis protein ResB	0.0111	0.0038	0.0127	0	5	0	0/5	0.0022	0.0038	0.0030	0.0357	0.0108
COG1334	R	Uncharacterized conserved protein, FlaG/YvyC family	0.0106	0.0080	0.0050	0	5	0	0/5	0.0080	0.0070	0.0065	0.0200	0.0113
COG1335	HR	Nicotinamidase-related amidase	0.9322	0.9629	0.0800	5	5	1	5/5	0.9182	0.9629	0.7834	0.9994	0.9970
COG1336	V	CRISPR-Cas system type III CMR-effector complex subunit Cmr4, RAMP superfamily Cas7 group	0.6961	0.8878	0.3262	3	5	1	3/5	0.4267	0.9752	0.1926	0.9983	0.8878
COG1337	V	CRISPR-Cas system type III CSM-effector complex subunit Csm3, RAMP superfamily Cas7 group	0.8191	0.9854	0.2223	4	5	1	4/5	0.6484	0.9978	0.4645	0.9994	0.9854
COG1338	N	Flagellar biosynthesis protein FliP	0.0005	0.0003	0.0004	0	5	0	0/5	0.0010	0.0002	0.0009	0.0003	0.0002
COG1339	H	Archaeal CTP-dependent riboflavin kinase	0.9985	0.9998	0.0018	5	5	1	5/5	0.9970	0.9998	0.9957	1.0000	1.0000
COG1340	S	Uncharacterized coiled-coil protein, contains DUF342 domain	0.9219	0.9831	0.1059	5	5	1	5/5	0.9252	0.9831	0.7163	0.9984	0.9867
COG1341	J	Polynucleotide 5'-kinase, involved in rRNA processing	0.4457	0.5200	0.3422	3	5	0	3/5	0.0295	0.5200	0.0667	0.8459	0.7664
COG1342	R	Predicted DNA-binding protein, UPF0251 family	0.9732	0.9983	0.0359	5	5	1	5/5	0.9619	0.9993	0.9073	0.9983	0.9991
COG1343	V	CRISPR/Cas system-associated endoribonuclease Cas2	0.9574	0.9998	0.0744	5	5	1	5/5	0.9776	1.0000	0.8097	1.0000	0.9998
COG1344	N	Flagellin and related hook-associated protein FlgL	0.0010	0.0002	0.0010	0	5	0	0/5	0.0020	0.0002	0.0025	0.0001	0.0001
COG1345	N	Flagellar capping protein FliD	0.0057	0.0057	0.0026	0	5	0	0/5	0.0087	0.0037	0.0084	0.0057	0.0021
COG1346	M	Putative effector of murein hydrolase	0.1125	0.0523	0.1496	0	5	0	0/5	0.0340	0.0523	0.0097	0.4099	0.0568
COG1347	C	Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD	0.0008	0.0008	0.0004	0	5	0	0/5	0.0010	0.0004	0.0013	0.0008	0.0003
COG1348	HP	Nitrogenase ATPase subunit NifH/coenzyme F430 biosynthesis subunit CfbC	0.6152	0.7154	0.2798	3	5	1	3/5	0.4943	0.7447	0.1460	0.9757	0.7154
COG1349	KG	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	0.0119	0.0131	0.0090	0	5	0	0/5	0.0241	0.0017	0.0187	0.0131	0.0019
COG1350	E	Predicted alternative tryptophan synthase beta-subunit (paralog of TrpB)	0.9432	0.9986	0.0691	5	5	1	5/5	0.8648	0.9986	0.8527	1.0000	0.9999
COG1351	F	Thymidylate synthase ThyX, FAD-dependent family	0.8453	0.8887	0.1277	5	5	1	5/5	0.6007	0.8599	0.8887	0.9719	0.9052
COG1352	T	Methylase of chemotaxis methyl-accepting proteins	0.6810	0.7348	0.2132	3	5	1	3/5	0.4887	0.7348	0.3904	0.9695	0.8217
COG1353	V	CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain	0.8545	0.9973	0.2002	4	5	1	4/5	0.7848	1.0000	0.4902	1.0000	0.9973
COG1354	L	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	0.7132	0.6726	0.1280	5	5	1	5/5	0.6238	0.8015	0.9124	0.5558	0.6726
COG1355	R	Predicted class III extradiol dioxygenase, MEMO1 family	0.9984	1.0000	0.0020	5	5	1	5/5	0.9970	1.0000	0.9951	1.0000	1.0000
COG1356	K	Transcriptional regulator	0.7210	0.9352	0.2814	3	5	1	3/5	0.4633	0.9386	0.3014	0.9663	0.9352
COG1357	S	Uncharacterized conserved protein YjbI, contains pentapeptide repeats	0.1107	0.0497	0.1280	0	5	0	0/5	0.0442	0.0713	0.0234	0.3648	0.0497
COG1358	J	Ribosomal protein L7Ae or related RNA K-turn-binding protein	0.9986	0.9998	0.0016	5	5	1	5/5	0.9963	0.9998	0.9971	0.9999	0.9999
COG1359	C	Quinol monooxygenase YgiN	0.0767	0.0312	0.1118	0	5	0	0/5	0.0107	0.0312	0.0065	0.2991	0.0360
COG1360	N	Flagellar motor protein MotB	0.0003	0.0000	0.0003	0	5	0	0/5	0.0006	0.0000	0.0007	0.0000	0.0000
COG1361	R	S-layer protein MJ0795, predicted component of type IV pili-like system	0.9354	0.9903	0.1013	5	5	1	5/5	0.9593	0.9971	0.7347	0.9956	0.9903
COG1362	E	Aspartyl aminopeptidase	0.0070	0.0063	0.0036	0	5	0	0/5	0.0099	0.0026	0.0039	0.0123	0.0063
COG1363	EG	Putative aminopeptidase FrvX	0.9885	0.9986	0.0170	5	5	1	5/5	0.9896	0.9986	0.9554	0.9999	0.9992
COG1364	E	Glutamate N-acetyltransferase (ornithine transacetylase)	0.5493	0.4724	0.1443	2	5	1	2/5	0.4724	0.5605	0.4218	0.8235	0.4682
COG1365	R	Predicted ATPase, PP-loop superfamily	0.4879	0.5976	0.2797	3	5	0	3/5	0.2323	0.7463	0.0848	0.7786	0.5976
COG1366	T	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	0.0189	0.0147	0.0139	0	5	0	0/5	0.0141	0.0205	0.0147	0.0439	0.0015
COG1367	V	CRISPR-Cas system type III CMR-effector complex subunit Cmr1, RAMP superfamily Cas7 group	0.6061	0.6964	0.3356	3	5	1	3/5	0.3114	0.9098	0.1258	0.9871	0.6964
COG1368	M	Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily	0.0002	0.0000	0.0003	0	5	0	0/5	0.0005	0.0000	0.0006	0.0000	0.0000
COG1369	J	RNase P/RNase MRP subunit POP5	0.9233	0.9659	0.0886	5	5	1	5/5	0.8844	0.9659	0.7672	0.9994	0.9994
COG1370	J	tRNA-guanine transglycosylase, archaeosine-15-forming, contains TGT and PUA domains	0.7599	0.9655	0.2674	3	5	1	3/5	0.4638	0.9655	0.4029	0.9773	0.9900
COG1371	J	Archease, activates RNA ligation by RtcB (tRNA splicing)	0.9969	1.0000	0.0050	5	5	1	5/5	0.9975	1.0000	0.9870	1.0000	1.0000
COG1372	LX	Intein/homing endonuclease	0.5720	0.7549	0.2673	3	5	1	3/5	0.2632	0.7875	0.2288	0.7549	0.8254
COG1373	R	Predicted ATPase, AAA+ superfamily	0.8641	0.9856	0.2049	4	5	1	4/5	0.8858	0.9908	0.4626	0.9959	0.9856
COG1374	J	Rbosome biogenesis protein Nip4, contains PUA domain	0.8153	0.9772	0.2266	4	5	1	4/5	0.6857	0.9906	0.4273	0.9772	0.9957
COG1376	M	Lipoprotein-anchoring transpeptidase ErfK/SrfK	0.0003	0.0001	0.0003	0	5	0	0/5	0.0006	0.0000	0.0008	0.0001	0.0000
COG1377	N	Flagellar biosynthesis protein FlhB	0.0016	0.0007	0.0013	0	5	0	0/5	0.0028	0.0005	0.0036	0.0007	0.0005
COG1378	K	Sugar-specific transcriptional regulator TrmB	0.8322	0.9570	0.1870	5	5	1	5/5	0.5872	0.9570	0.6214	0.9993	0.9962
COG1379	R	PHP family phosphoesterase with a Zn ribbon	0.9230	0.9463	0.0741	5	5	1	5/5	0.9463	0.9938	0.7797	0.9398	0.9555
COG1380	R	Putative effector of murein hydrolase LrgA, UPF0299 family	0.1189	0.0530	0.1576	0	5	0	0/5	0.0349	0.0530	0.0100	0.4320	0.0646
COG1381	L	Recombinational DNA repair protein RecO (RecF pathway)	0.0001	0.0000	0.0001	0	5	0	0/5	0.0003	0.0000	0.0003	0.0000	0.0000
COG1382	O	Prefoldin, chaperonin cofactor	0.9826	0.9998	0.0296	5	5	1	5/5	0.9895	0.9998	0.9240	0.9999	0.9999
COG1383	J	Ribosomal protein S17E	0.9958	0.9995	0.0046	5	5	1	5/5	0.9903	0.9996	0.9901	0.9995	0.9996
COG1384	J	Lysyl-tRNA synthetase, class I	0.9799	0.9975	0.0306	5	5	1	5/5	0.9870	0.9981	0.9192	0.9975	0.9975
COG1385	J	16S rRNA U1498 N3-methylase RsmE	0.0002	0.0000	0.0002	0	5	0	0/5	0.0004	0.0000	0.0005	0.0000	0.0000
COG1386	K	Chromosome segregation and condensation protein ScpB	0.6573	0.6863	0.2119	4	5	1	4/5	0.7667	0.6863	0.9664	0.3440	0.5231
COG1387	ER	Histidinol phosphatase or related hydrolase of the PHP family	0.8986	0.9911	0.1246	5	5	1	5/5	0.8185	0.9911	0.6903	0.9994	0.9939
COG1388	M	LysM repeat	0.0066	0.0009	0.0073	0	5	0	0/5	0.0129	0.0008	0.0178	0.0009	0.0004
COG1389	L	DNA topoisomerase VI, subunit B	0.9752	0.9985	0.0385	5	5	1	5/5	0.9781	0.9985	0.8999	0.9998	0.9996
COG1390	C	Archaeal/vacuolar-type H+-ATPase subunit E/Vma4	0.9861	0.9995	0.0171	5	5	1	5/5	0.9715	0.9995	0.9597	0.9999	0.9997
COG1391	O	Glutamine synthetase adenylyltransferase	0.0043	0.0039	0.0017	0	5	0	0/5	0.0039	0.0015	0.0039	0.0068	0.0052
COG1392	P	Phosphate transport regulator YkaA, distantly related to PhoU, UPF0111/DUF47 family	0.9932	0.9982	0.0077	5	5	1	5/5	0.9798	0.9982	0.9894	0.9992	0.9996
COG1393	P	Arsenate reductase or related protein, glutaredoxin family	0.0004	0.0000	0.0005	0	5	0	0/5	0.0012	0.0000	0.0007	0.0000	0.0000
COG1394	C	Archaeal/vacuolar-type H+-ATPase subunit D/Vma8	0.9977	0.9997	0.0027	5	5	1	5/5	0.9951	0.9997	0.9937	1.0000	0.9999
COG1395	K	Predicted transcriptional regulator	0.9805	0.9993	0.0314	5	5	1	5/5	0.9848	0.9993	0.9187	0.9999	0.9996
COG1396	K	Transcriptional regulator, contains XRE-family HTH domain	0.0485	0.0331	0.0386	0	5	0	0/5	0.0589	0.0296	0.0331	0.1173	0.0038
COG1397	O	ADP-ribosylglycohydrolase	0.6216	0.7153	0.2739	3	5	1	3/5	0.4427	0.7153	0.1949	0.9807	0.7742
COG1398	I	Fatty-acid desaturase	0.0007	0.0006	0.0005	0	5	0	0/5	0.0006	0.0004	0.0007	0.0017	0.0003
COG1399	J	23S rRNA accumulation protein YceD (essential in plants, uncharacterized in bacteria)	0.0004	0.0003	0.0004	0	5	0	0/5	0.0006	0.0001	0.0011	0.0003	0.0001
COG1400	U	Signal recognition particle subunit SEC65	0.9981	0.9999	0.0023	5	5	1	5/5	0.9957	0.9999	0.9950	0.9999	1.0000
COG1401	V	5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB	0.5260	0.4383	0.2604	2	5	1	2/5	0.4383	0.6876	0.1987	0.9408	0.3646
COG1402	H	Creatinine amidohydrolase/Fe(II)-dependent FAPy formamide hydrolase (riboflavin and F420 biosynthesis)	0.8900	0.8404	0.0845	5	5	1	5/5	0.8263	0.8404	0.7989	0.9964	0.9878
COG1403	V	5-methylcytosine-specific restriction endonuclease McrA	0.2177	0.1921	0.1323	0	5	0	0/5	0.0963	0.2476	0.1921	0.4556	0.0970
COG1404	O	Serine protease, subtilisin family	0.8555	0.8828	0.0670	5	5	1	5/5	0.7225	0.9048	0.8819	0.8828	0.8855
COG1405	K	Transcription initiation factor TFIIIB, Brf1 subunit/Transcription initiation factor TFIIB	0.9997	1.0000	0.0004	5	5	1	5/5	0.9993	1.0000	0.9991	1.0000	1.0000
COG1406	N	Chemotaxis protein CheX, a CheY~P-specific phosphatase	0.0028	0.0012	0.0032	0	5	0	0/5	0.0010	0.0012	0.0009	0.0091	0.0020
COG1407	R	Metallophosphoesterase superfamily enzyme	0.9869	0.9993	0.0216	5	5	1	5/5	0.9440	0.9993	0.9920	0.9996	0.9994
COG1408	R	Predicted phosphohydrolase, MPP superfamily	0.1583	0.0609	0.2100	1	5	0	1/5	0.0343	0.0956	0.0254	0.5754	0.0609
COG1409	T	3',5'-cyclic AMP phosphodiesterase CpdA	0.7568	0.7331	0.0516	5	5	1	5/5	0.7723	0.7115	0.7331	0.8507	0.7166
COG1410	E	Methionine synthase I, cobalamin-binding domain	0.2425	0.0517	0.2426	1	5	0	1/5	0.0517	0.0422	0.0449	0.5885	0.4854
COG1411	R	Uncharacterized conserved protein related to proFAR isomerase (HisA)	0.9133	0.9963	0.1202	5	5	1	5/5	0.8861	0.9980	0.6889	0.9973	0.9963
COG1412	J	rRNA-processing protein FCF1	0.9982	0.9999	0.0021	5	5	1	5/5	0.9957	0.9999	0.9955	0.9999	0.9999
COG1413	R	HEAT repeat	0.4420	0.3701	0.2013	2	5	0	2/5	0.2349	0.5267	0.2858	0.7926	0.3701
COG1414	K	DNA-binding transcriptional regulator, IclR family	0.0822	0.0230	0.1114	0	5	0	0/5	0.0101	0.0230	0.0057	0.2999	0.0724
COG1415	S	Uncharacterized conserved protein, DUF763 domain	0.9736	0.9959	0.0349	5	5	1	5/5	0.9697	0.9959	0.9071	0.9965	0.9989
COG1416	P	Intracellular sulfur oxidation protein, DsrE/DsrF family	0.3668	0.3507	0.3539	1	5	0	1/5	0.0249	0.3507	0.0126	0.9777	0.4680
COG1417	S	Uncharacterized conserved protein, DUF22 domain	0.6499	0.9157	0.3681	3	5	1	3/5	0.2449	0.9722	0.1571	0.9596	0.9157
COG1418	JR	HD superfamily phosphodieaserase, includes HD domain of RNase Y	0.9532	0.9820	0.0485	5	5	1	5/5	0.9351	0.9820	0.8658	0.9917	0.9914
COG1419	N	Flagellar biosynthesis GTPase FlhF	0.0015	0.0015	0.0005	0	5	0	0/5	0.0017	0.0015	0.0011	0.0022	0.0008
COG1420	K	Transcriptional regulator of heat shock response	0.0001	0.0001	0.0001	0	5	0	0/5	0.0001	0.0000	0.0002	0.0001	0.0000
COG1421	V	CRISPR-Cas system type III CSM-effector complex small subunit Csm2	0.5585	0.7204	0.3791	3	5	1	3/5	0.1428	0.8915	0.0685	0.9691	0.7204
COG1422	M	Archaeal YidC/Oxa1-related membrane protein, DUF106 family	0.9752	0.9845	0.0232	5	5	1	5/5	0.9814	0.9926	0.9295	0.9880	0.9845
COG1423	L	ATP-dependent RNA circularization protein, DNA/RNA ligase (PAB1020)  family	0.7757	0.8941	0.2622	4	5	1	4/5	0.7210	0.9779	0.2888	0.9967	0.8941
COG1424	H	Pimeloyl-CoA synthetase	0.1659	0.0525	0.1813	0	5	0	0/5	0.0134	0.2993	0.0066	0.4577	0.0525
COG1426	D	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	0.0005	0.0000	0.0006	0	5	0	0/5	0.0007	0.0000	0.0016	0.0000	0.0000
COG1427	H	Chorismate dehydratase (menaquinone biosynthesis, futalosine pathway)	0.4330	0.5295	0.2995	3	5	0	3/5	0.1030	0.6228	0.0718	0.8378	0.5295
COG1428	F	Deoxyadenosine/deoxycytidine kinase	0.0026	0.0028	0.0005	0	5	0	0/5	0.0030	0.0019	0.0032	0.0028	0.0022
COG1429	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	0.6963	0.7724	0.2522	4	5	1	4/5	0.6358	0.7724	0.2464	0.9899	0.8372
COG1430	S	Uncharacterized conserved membrane protein, UPF0127 family	0.3552	0.3005	0.2154	1	5	0	1/5	0.2300	0.3005	0.1028	0.7389	0.4039
COG1431	JV	PIWI domain, catalyzes dsRNA-guided hydrolysis of ssRNA, involved in RNA silencing, RNA metabolism and antiviral defense	0.4850	0.6021	0.3162	3	5	0	3/5	0.1731	0.6142	0.0876	0.9480	0.6021
COG1432	R	NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation	0.7403	0.8036	0.1943	4	5	1	4/5	0.5456	0.8036	0.4813	0.9776	0.8934
COG1433	O	Predicted Fe-Mo cluster-binding protein, NifX family	0.9617	0.9990	0.0479	5	5	1	5/5	0.9241	0.9990	0.8858	1.0000	0.9996
COG1434	M	Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family	0.0025	0.0021	0.0024	0	5	0	0/5	0.0027	0.0004	0.0021	0.0068	0.0003
COG1435	F	Thymidine kinase	0.0022	0.0022	0.0018	0	5	0	0/5	0.0024	0.0001	0.0022	0.0053	0.0008
COG1436	C	Archaeal/vacuolar-type H+-ATPase subunit F/Vma7	0.9875	0.9989	0.0146	5	5	1	5/5	0.9741	0.9989	0.9657	0.9997	0.9993
COG1437	TR	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)	0.8768	0.9964	0.2212	4	5	1	4/5	0.9527	0.9964	0.4358	0.9999	0.9993
COG1438	K	Arginine repressor	0.0020	0.0014	0.0018	0	5	0	0/5	0.0014	0.0005	0.0015	0.0055	0.0011
